,Time,BIS,TOL,MAP,CO,u_propo,u_remi,u_nore,x_propo_1,x_propo_2,x_propo_3,x_propo_4,x_propo_5,x_propo_6,x_remi_1,x_remi_2,x_remi_3,x_remi_4,x_remi_5,x_nore,blood_volume
0,1,97.45134054822579,2.8377990507772243e-19,75.9196705094208,6.431681446383993,1.3888888888888888,1.3888888888888888,0,0.06954435967544041,9.502496042013608e-06,6.67543020007504e-07,0.00019828543294289118,0.00020559373213301847,2.0022582817471187e-05,0.24165430092409637,0.0008619295996022263,0.00010618160606991368,0.0011147197983096403,0.0009147196785266689,0.0,19.9330930735939
1,2,97.59549077091705,8.244666460367319e-17,63.20020440458287,6.448795482338025,1.3888888888888888,1.3888888888888888,0,0.13882305615239182,3.7958108333870755e-05,2.6667537677051974e-06,0.0007906259836379147,0.0008197089524287523,7.997295575456657e-05,0.48031053893232867,0.003425267052447062,0.00042284280572085916,0.004426747569379741,0.003634521753240436,0.0,19.9330930735939
2,3,97.68394320098356,2.3675556222284443e-15,69.7247388916838,6.5476576614281,1.3888888888888888,1.3888888888888888,0,0.20783713236186685,8.528925292975408e-05,5.9925198728577105e-06,0.0017732686078188035,0.001838369030534262,0.00017967558214200562,0.7160148734023967,0.007656762443490735,0.0009471905350585608,0.00988853826367269,0.0081233402038859,0.0,19.9330930735939
3,4,97.72155285912825,2.6308765149417234e-14,70.875925867287,6.468513644690647,1.3888888888888888,1.3888888888888888,0,0.276587627135985,0.00015141865132749677,1.0639749032929652e-05,0.0031424875547756146,0.0032576269544601355,0.0003189556252362402,0.9488127165585919,0.013523727815104906,0.0016764743248380701,0.017453404754751996,0.014345726590050902,0.0,19.9330930735939
4,5,97.68275696430311,1.7352225877612057e-13,70.5852786472232,6.362288409348849,1.3888888888888888,1.3888888888888888,0,0.3450755752240826,0.00023626932926799454,1.6603368934216676e-05,0.004894584188671956,0.00507356513159508,0.0004976389454628545,1.1787487456879426,0.02099402790250379,0.0026079856133571617,0.027075503141109087,0.02226683980020667,0.0,19.9330930735939
5,6,97.56114058681673,8.219506668738378e-13,65.00888111825444,6.368885744909421,1.3888888888888888,1.3888888888888888,0,0.41330200730875966,0.00033976461553933624,2.3878327173286534e-05,0.007025886810971058,0.00728229519099003,0.0007155520976708018,1.4058669151562284,0.03003607102119136,0.003739057070575743,0.03870981829447445,0.03185243596950946,0.0,19.9330930735939
6,7,97.43314493505956,3.0956842732061183e-12,62.184146627172474,6.19420045629823,1.3888888888888888,1.3888888888888888,0,0.4812679500218637,0.0004618281407856348,3.245959117872888e-05,0.009532750483964013,0.009879957786903917,0.0009725223283974376,1.6302104682271443,0.04061880010393649,0.005067061933277395,0.0523121496505228,0.04306885856359277,0.0,19.9330930735939
7,8,97.31108131238783,9.851093896278787e-12,57.04251106969977,6.233970879678821,1.3888888888888888,1.3888888888888888,0,0.5489744259604102,0.0006023838363205399,4.234214813321265e-05,0.012411556855393566,0.012862722403603276,0.0012683775731443037,1.8518219486878393,0.05271168388482467,0.00658941335109218,0.06783909723794934,0.05588302862562466,0.0,19.9330930735939
8,9,97.13911043462514,2.7546983913005278e-11,71.52043482214003,6.328004126902144,1.3888888888888888,1.3888888888888888,0,0.6164224537024414,0.0007613559329454136,5.352100489584975e-05,0.015658713984166846,0.0162267871614079,0.0016029464536636245,2.0707432122840057,0.06628470822797512,0.008303563743202798,0.08524804794196085,0.07026243518394922,0.0,19.9330930735939
9,10,96.91147075885411,6.953109708422688e-11,62.82613641446918,6.3454712271833005,1.3888888888888888,1.3888888888888888,0,0.6836130478228222,0.0009386689597721521,6.59911879248639e-05,0.01927065616715048,0.01996837862397486,0.00197605827525547,2.2870154379676366,0.08130836759855174,0.01020700416555912,0.10449716199829027,0.0861751258176756,0.0,19.9330930735939
10,11,96.56835515938245,1.6148215550358756e-10,72.43423541224682,6.3369679497103535,1.3888888888888888,1.3888888888888888,0,0.7505472189089736,0.0011342477430506324,7.974774320056348e-05,0.023243843767041597,0.02408375160681317,0.002387543024075546,2.5006791389605234,0.09775365667373494,0.012297263688428964,0.12554535971390798,0.10358969737762087,0.0,19.9330930735939
11,12,96.18497736149736,3.5000009646393736e-10,68.96456901930142,6.31382223477744,1.3888888888888888,1.3888888888888888,0,0.8172259735765455,0.0013480174050007694,9.478573614861695e-05,0.027574763041308216,0.028569188987021488,0.0028372313644535684,2.711774173636516,0.11559206209136003,0.014571908784115814,0.14835230841066593,0.12247528686005571,0.0,19.9330930735939
12,13,95.92677433682208,7.156413044704147e-10,69.59920336964711,6.380348604755613,1.3888888888888888,1.3888888888888888,0,0.8836503144850265,0.0015799033626491621,0.00011110025156363004,0.03225992597219259,0.03342100151424127,0.0033249546362221815,2.9203397562255082,0.13479555433396523,0.017028542724676965,0.17287840958817316,0.14280156243074374,0.0,19.9330930735939
13,14,95.73253262041392,1.3920540829271208e-09,60.8408333861849,6.430361100665061,1.3888888888888888,1.3888888888888888,0,0.9498212403532935,0.0018298313266703137,0.00012868639353302307,0.037295870097771126,0.03863552762281784,0.0038505448520563764,3.12641446734208,0.15533657974602919,0.019664804989478295,0.1990847863022619,0.16453871459680658,0.0,19.9330930735939
14,15,95.5867474247476,2.5932855106676695e-09,65.83267761278474,6.431638414914545,1.3888888888888888,1.3888888888888888,0,1.0157397459750992,0.002097727300232404,0.00014753928536120775,0.04267915834406446,0.04420913324516186,0.00441383469482337,3.330036264341662,0.1771880526822146,0.02247837068242453,0.2269332707554643,0.18765744752398694,0.0,19.9330930735939
15,16,95.49594127814599,4.651806828346707e-09,68.9801613047177,6.33650419572144,1.3888888888888888,1.3888888888888888,0,1.0814068222344992,0.002383517577847599,0.0001676540694940617,0.04840637885819139,0.05013821162630379,0.005014657514942904,3.5312424915070526,0.20032334778447022,0.025466949958706558,0.2563863920959778,0.21212897049692211,0.0,19.9330930735939
16,17,95.47250207141893,8.070342677611853e-09,75.89229103201505,6.23654668377792,1.3888888888888888,1.3888888888888888,0,1.1468234561212196,0.0026871287442268832,0.0001890259074437,0.05447414484256048,0.05641918313963391,0.005652847327757921,3.730069890068068,0.2247162923858786,0.028628287460909906,0.28740736442165676,0.23792498952007926,0.0,19.9330930735939
17,18,95.42925180550648,1.3591191363926075e-08,54.6399611581698,6.084263226020097,1.3888888888888888,1.3888888888888888,0,1.2119906307459614,0.0030084876731393847,0.00021164997971354234,0.06087909439009285,0.0630484951038206,0.006328238810915579,3.926554608057058,0.25034115903917176,0.03196016176433106,0.31996007498562384,0.2650176990570427,0.0,19.9330930735939
